Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj
0,"__omp_offloading_2d_18a8108__Z2mmlllid_l17.kd",0,0,0,219481,219481,262144,256,512,0,56,112,4672,0x7fa6904d1800,0x7fa58c400c80
1,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,1,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
2,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,2,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
3,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,3,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
4,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,4,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
5,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,5,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
6,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,6,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
7,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,7,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
8,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,8,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
9,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,9,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
10,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,10,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
11,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,11,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
12,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,12,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
13,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,13,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
14,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,14,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
15,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,15,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
16,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,16,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
17,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,17,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
18,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,18,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
19,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,19,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
20,"__omp_offloading_2d_18a8108__Z2mmlllid_l28.kd",0,0,20,219481,219481,262144,256,512,0,28,48,0,0x7fa6904d1800,0x7fa58c400cc0
